generation,length,examples,loss,accuracy,current_max_length,attention_top_k,active_heads,active_head_indices,checkpoint
11000,1500,64,0.12259143590927124,0.96875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_011000.pt
11000,2000,64,0.5547170731990718,0.953125,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_011000.pt
11000,2500,64,0.5632318556308746,0.9375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_011000.pt
11000,3000,64,0.5835355174203869,0.953125,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_011000.pt
11000,3500,64,0.3999193385243416,0.9375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_011000.pt
11000,4000,64,0.8753832447980585,0.90625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_011000.pt
11000,4500,64,0.5723464637994766,0.921875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_011000.pt
11000,5000,64,0.7459883689880371,0.921875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_011000.pt
12000,2,256,0.0006559538014698774,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,5,256,0.0019231949700042605,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,10,256,0.0007692872022744268,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,20,256,0.0005197938153287396,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,40,256,0.0004298937856219709,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,80,256,0.0009391605708515272,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,100,256,0.0008522503921994939,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,200,256,0.0007887527463026345,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,400,256,0.07586308981990442,0.9921875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,600,64,0.22733061015605927,0.96875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,800,64,0.0012646703980863094,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,1000,64,0.09956724941730499,0.984375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,1500,64,0.39185455441474915,0.96875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,2000,64,0.30482554189620714,0.96875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,2500,64,0.07614348456263542,0.96875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,3000,64,0.8814480602741241,0.90625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,3500,64,0.489973321557045,0.921875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,4000,64,0.8601376331453139,0.890625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,4500,64,0.6607807502150536,0.921875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
12000,5000,64,1.5369416773319244,0.84375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_012000.pt
13000,2,256,0.0024286784464493394,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,5,256,0.005705451359972358,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,10,256,0.010229775274638087,0.99609375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,20,256,0.009291908441809937,0.99609375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,40,256,0.0030658165051136166,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,80,256,0.004790167644387111,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,100,256,0.046406783163547516,0.99609375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,200,256,0.0015106455830391496,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,400,256,0.14696347777498886,0.984375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,600,64,0.008248166181147099,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,800,64,0.0866522490978241,0.984375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,1000,64,0.011760259047150612,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,1500,64,0.27387741208076477,0.96875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,2000,64,0.390845541471208,0.953125,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,2500,64,0.37821977585554123,0.953125,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,3000,64,0.9713724553585052,0.90625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,3500,64,0.9753805100917816,0.90625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,4000,64,0.8657111573847942,0.90625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,4500,64,0.9893927723169327,0.90625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
13000,5000,64,1.290222480893135,0.875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_013000.pt
14000,2,256,0.00021174270659685135,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,5,256,0.00020572300854837522,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,10,256,0.00030912506190361455,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,20,256,0.0003186503890901804,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,40,256,0.00023667185814701952,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,80,256,0.0003263648395659402,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,100,256,0.058659449703554856,0.99609375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,200,256,0.004098779147170717,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,400,256,0.1310316158560454,0.98828125,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,600,64,0.16671408712863922,0.96875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,800,64,0.35018759965896606,0.96875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,1000,64,0.0001883526856545359,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,1500,64,0.43503233790397644,0.96875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,2000,64,0.8820646816766384,0.921875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,2500,64,0.28159279376268387,0.953125,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,3000,64,0.7642167210578918,0.921875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,3500,64,0.512591227889061,0.9375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,4000,64,0.886181740090251,0.890625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,4500,64,1.260699063539505,0.875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
14000,5000,64,0.7739549318794161,0.921875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_014000.pt
15000,2,256,0.00011170694870088482,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,5,256,0.00017388358901371248,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,10,256,0.00012332797086855862,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,20,256,0.0001632250023249071,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,40,256,0.0001414243979525054,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,80,256,0.00017902738909469917,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,100,256,0.00020856570699834265,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,200,256,0.14654342632456974,0.98828125,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,400,256,0.07197930948495923,0.9921875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,600,64,0.00010529992869123816,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,800,64,0.42733490467071533,0.96875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,1000,64,0.26186174154281616,0.96875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,1500,64,0.847807765007019,0.9375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,2000,64,1.8446542414949363,0.859375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,2500,64,0.7574948817491531,0.9375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,3000,64,1.4266006350517273,0.890625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,3500,64,1.0905623733997345,0.890625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,4000,64,0.178128362500388,0.984375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,4500,64,2.235785126686096,0.84375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
15000,5000,64,1.7436879202723503,0.828125,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_015000.pt
16000,2,256,6.881570698169526e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,5,256,5.856938878423534e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,10,256,0.0002009889158216538,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,20,256,0.0005153838083060691,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,40,256,0.00011709426325978711,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,80,256,0.000136755479616113,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,100,256,0.03252074326883303,0.99609375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,200,256,0.052958831593059585,0.99609375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,400,256,0.016052275168476626,0.99609375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,600,64,0.07848723977804184,0.984375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,800,64,0.0005533310468308628,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,1000,64,0.11886165291070938,0.96875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,1500,64,0.667974054813385,0.9375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,2000,64,1.6592448146141123,0.859375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,2500,64,1.6477210521697998,0.859375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,3000,64,0.9313759197248146,0.9375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,3500,64,0.9135652482509613,0.890625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,4000,64,0.48954026587233557,0.9375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,4500,64,2.237382233142853,0.828125,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
16000,5000,64,0.8178850263357162,0.890625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_016000.pt
17000,2,256,8.35461360111367e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,5,256,5.374060947360704e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,10,256,7.821959934517508e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,20,256,5.364417484088335e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,40,256,9.584441795595922e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,80,256,8.052925295487512e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,100,256,6.311068227660144e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,200,256,0.07758450523488136,0.99609375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,400,256,0.08160618985311885,0.98828125,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,600,64,0.5763822793960571,0.9375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,800,64,0.540790319442749,0.9375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,1000,64,0.27735286951065063,0.953125,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,1500,64,0.5356112122535706,0.921875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,2000,64,0.846126962452864,0.890625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,2500,64,1.598329871892929,0.859375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,3000,64,0.8375804573297501,0.890625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,3500,64,1.5691735744476318,0.859375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,4000,64,1.747394010424614,0.828125,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,4500,64,0.8136124014854431,0.890625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
17000,5000,64,2.076490953564644,0.828125,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_017000.pt
18000,2,256,9.301816862716805e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
18000,5,256,3.772858872252982e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
18000,10,256,7.491109499824233e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
18000,20,256,5.482647793542128e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
18000,40,256,0.00010241937525279354,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
18000,80,256,6.181423941598041e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
18000,100,256,9.306117408414138e-05,1.0,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
18000,200,256,0.07441713861408061,0.99609375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
18000,400,256,0.2690281068862532,0.96875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
18000,600,64,0.10465704649686813,0.96875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
18000,800,64,0.49967193603515625,0.9375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
18000,1000,64,0.36122214794158936,0.9375,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
18000,1500,64,1.2729789018630981,0.90625,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
18000,2000,64,0.5920381117608713,0.921875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
18000,2500,64,1.2008104622364044,0.875,20,1,1,"[[2], [1]]",artifacts/hard_attention_eggroll/cartesian-p8192-sampled-smartprune-ddpsync-from8k-seed7/checkpoint_018000.pt
